"ID","filename","序號","預算年度","預算部分","歲出歲入","category","full_name","result","提案人","連署人","place","time_place","cost","action","日期","名稱","url","註記","內容","併案審查註記","who","deleted","frozen","item","item_note","last_cost","last_budget","budget_diff","budget_url"
6727,"hand","17",114,NA,"歲出","行政院","黨團協商新提案","通過","民眾黨團",NA,"院會","2025-01-20（院會）","17985000","凍結","2025-01-20","第11屆第2會期第18次會議","https://ppg.ly.gov.tw/ppg/sittings/2025011544/details?meetingDate=114/01/20&meetingTime=&departmentCode=null","part3","114年度行政院主計總處預算案於第7目「主計訓練業務」項下「業務費」編列預算1,798萬5千元
有鑑於「財政收支劃分法」部分條文修正案已於113年12月20日正式立法院三讀程序。
然而，同月23日行政院即召開記者會指出，基於錢隨事權移轉原則，中央承接之省府業務，應一併移回各地方政府辦理，且未來各部會計畫型補助款將優先檢討回歸地方或提高自籌款比率因應。修法後中央政府只能透過相對縮減歲出規模因應，因此非依法律義務支出之其餘歲出1兆3,181億元，須刪減約28%。
立法院審議財劃法時，即有多位委員要求依據地方制度法所規範之地方自治事項，合理指明依法應將財權、事權劃歸地方之事項，然而均未獲得公部門正式回應及提供精算金額。
爰凍結該項預算10%，俟行政院主計總處於1個月內，就「行政院主計總處應移轉回歸地方自治之事權事項、金額、組織編制調整」及「配合事權調整所需之法規調適及時程規劃」向立法院財政委員會提出書面報告後，始得動支。","從凍結 28% 改為凍結 10%","民眾黨團","0","1798500","3203101500 主計訓練業務",NA,NA,"17425000","560000 (+3%)","https://www.dgbas.gov.tw/News_Content.aspx?n=1831&s=233744"
6729,"hand","28",114,NA,"歲出","財政部","黨團協商新提案","通過","民眾黨團",NA,"院會","2025-01-20（院會）","13456056000","減列、凍結","2025-01-20","第11屆第2會期第18次會議","https://ppg.ly.gov.tw/ppg/sittings/2025011544/details?meetingDate=114/01/20&meetingTime=&departmentCode=null","part3","財政收支劃分法已逾25年未修正，中央統籌分配稅款長期分配不均為不爭的事實。立法院財政委員會於113年6月19日通過主決議，要求財政部於第11屆第2會期開議時提出財政收支劃分法修正草案之版本。惟，財政部以「尚未達成共識，還要與地方政府開會研議，聽取各方意見」為由一再推延，視大院之決議為無物，且無法有效達成法定及政策任務。尤有甚者，在野黨版本之財政收支劃分法三讀通過後，財政部不但不提出版本，更表示正在研議行政救濟之手段，顯見毫無進取，爰提案刪減財政部經費3000萬元、凍結3000萬元，並於三個月內向立法院財政委員會提出專案報告，始得動支。",NA,"民眾黨團","30000000","30000000","財政部",NA,"19316729000","11963061000","1492995000 (+12%)","https://www.mof.gov.tw/singlehtml/212?cntId=66c1e38ace384ba6964b3af95e84a681"
6732,"hand","30更",114,NA,"歲出","財政部","黨團協商新提案","通過","國民黨團",NA,"院會","2025-01-20（院會）","186784000","凍結","2025-01-20","第11屆第2會期第18次會議","https://ppg.ly.gov.tw/ppg/sittings/2025011544/details?meetingDate=114/01/20&meetingTime=&departmentCode=null","part3","考量政府債務逐年增加，為撙節開支，爰將財政部業務費凍結40%，俟未凍結部分之預算執行完畢後，始得向立法院財政委員會提出專案報告並經同意後，始得動支。",NA,"國民黨團","0","74713600","財政部 > 各項費用彙計表 > 業務費(合計)",NA,NA,"187927000","-1143000 (-1%)","https://www.mof.gov.tw/singlehtml/212?cntId=66c1e38ace384ba6964b3af95e84a681"
6734,"hand","31更",114,NA,"歲出","財政部","黨團協商新提案","通過","民眾黨團",NA,"院會","2025-01-20（院會）","186784000","凍結","2025-01-20","第11屆第2會期第18次會議","https://ppg.ly.gov.tw/ppg/sittings/2025011544/details?meetingDate=114/01/20&meetingTime=&departmentCode=null","part3","解凍條件：3個月內提出書面報告後，始得動支。
114年度財政部預算案於「財政部」項下「業務費」編列預算1億8,678萬4千元
有鑑於「財政收支劃分法」部分條文修正案已於113年12月20日正式立法院三讀程序。
然而，同月23日行政院即召開記者會指出，基於錢隨事權移轉原則，中央承接之省府業務，應一併移回各地方政府辦理，且未來各部會計畫型補助款將優先檢討回歸地方或提高自籌款比率因應。修法後中央政府只能透過相對縮減歲出規模因應，因此非依法律義務支出之其餘歲出1兆3,181億元，須刪減約28%。
立法院審議財劃法時，即有多位委員要求依據地方制度法所規範之地方自治事項，合理指明依法應將財權、事權劃歸地方之事項，然而均未獲得公部門正式回應及提供精算金額。
爰凍結該項預算10%，俟財政部於3個月內，就「財政部及所屬機關應移轉回歸地方自治之事權事項、金額、組織編制調整」及「配合事權調整所需之法規調適及時程規劃」，向立法院財政委員會提出書面報告後，始得動支",NA,"民眾黨團","0","18678400","財政部 > 各項費用彙計表 > 業務費(合計)",NA,NA,"187927000","-1143000 (-1%)","https://www.mof.gov.tw/singlehtml/212?cntId=66c1e38ace384ba6964b3af95e84a681"
6742,"hand","56更",114,NA,"歲出","財政部","黨團協商新提案","通過","國民黨團",NA,"院會","2025-01-20（院會）","223574000","凍結","2025-01-20","第11屆第2會期第18次會議","https://ppg.ly.gov.tw/ppg/sittings/2025011544/details?meetingDate=114/01/20&meetingTime=&departmentCode=null","part3","考量政府債務逐年增加，為撙節開支，爰將財政部國庫署業務費凍結30%，俟未凍結部分之預算執行完畢後，始得向立法院財政委員會提出專案報告並經同意後，始得動支。",NA,"國民黨團","0","67072200","財政部國庫署 > 各項費用彙計表 > 業務費(合計)",NA,NA,"222946000","628000 (0%)","https://www.nta.gov.tw/singlehtml/283?cntId=6c80165c37624113a6ad837b7de90f107"
6746,"hand","76",114,NA,"歲出","財政部","黨團協商新提案","通過","民眾黨團",NA,"院會","2025-01-20（院會）","255693000","減列、凍結","2025-01-20","第11屆第2會期第18次會議","https://ppg.ly.gov.tw/ppg/sittings/2025011544/details?meetingDate=114/01/20&meetingTime=&departmentCode=null","part3","114年度財政部國庫署預算案於私劣菸品查緝作業編列255,693千元，係為辦理菸品健康福利捐撥供中央（海洋委員會海巡署、內政部警政署保安警察第三總隊、財政部關務署及國庫署）及地方查緝機關辦理私劣菸品查緝相關事宜所需經費。為防堵地下菸廠，精進私菸查緝效能，財政部訂定「113年度加強查緝私劣菸酒策進計畫」。今年年初更表示，近年來我國私劣菸品違法態樣已有所轉變，除傳統通商口岸、非通商口岸邊境走私外，查獲國內地下菸廠違法產製菸品案件有增加之趨勢。111年度查獲違法菸品數量為1564萬包、112年度為1747萬包、113年1月至11月卻僅查獲997萬包，實屬效率不彰。爰此，提案刪減「私劣菸品查緝作業」經費500萬元、凍結500萬元，並要求財政部國庫署於三個月內向立法院財政委員會提出專案報告，始得動支。","從「減列1000萬元、凍結1000萬元」改為「減列500萬元、凍結500萬元」","民眾黨團","5000000","5000000","4017101000 國庫業務 > 07 私劣菸品查緝作業",NA,NA,"246647000","9046000 (+4%)","https://www.nta.gov.tw/singlehtml/283?cntId=6c80165c37624113a6ad837b7de90f110"
6748,"hand","83更",114,NA,"歲出","財政部","黨團協商新提案","通過","國民黨團",NA,"院會","2025-01-20（院會）","18806456000","凍結","2025-01-20","第11屆第2會期第18次會議","https://ppg.ly.gov.tw/ppg/sittings/2025011544/details?meetingDate=114/01/20&meetingTime=&departmentCode=null","part3","考量政府債務逐年增加，為撙節開支，爰將財政部賦稅署業務費凍結30%，俟未凍結部分之預算執行完畢後，始得向立法院財政委員會提出專案報告並經同意後，始得動支。",NA,"國民黨團","0","5641936800","財政部賦稅署 > 各項費用彙計表 > 業務費(合計)",NA,NA,"15278831000","3527625000 (+23%)","https://www.dot.gov.tw/singlehtml/ch_381?cntId=f8d7d04690f4451290c0b75ff47f35b6"
6755,"hand","98更",114,NA,"歲出","財政部","黨團協商新提案","通過","國民黨團",NA,"院會","2025-01-20（院會）","240549000","凍結","2025-01-20","第11屆第2會期第18次會議","https://ppg.ly.gov.tw/ppg/sittings/2025011544/details?meetingDate=114/01/20&meetingTime=&departmentCode=null","part3","考量政府債務逐年增加，為撙節開支，爰將財政部高雄國稅局業務費凍結30%，俟未凍結部分之預算執行完畢後，始得向立法院財政委員會提出專案報告並經同意後，始得動支。",NA,"國民黨團","0","72164700","財政部高雄國稅局 > 各項費用彙計表 > 業務費(合計)",NA,NA,"222711000","17838000 (+8%)","https://www.ntbk.gov.tw/multiplehtml/f27dc3e0a11f44978d14e2e76e13525d"
6761,"hand","108更",114,NA,"歲出","財政部","黨團協商新提案","通過","國民黨團",NA,"院會","2025-01-20（院會）","259070000","凍結","2025-01-20","第11屆第2會期第18次會議","https://ppg.ly.gov.tw/ppg/sittings/2025011544/details?meetingDate=114/01/20&meetingTime=&departmentCode=null","part3","考量政府債務逐年增加，為撙節開支，爰將財政部南區國稅局及所屬業務費凍結30%，俟未凍結部分之預算執行完畢後，始得向立法院財政委員會提出專案報告並經同意後，始得動支。",NA,"國民黨團","0","77721000","財政部南區國稅局及所屬 > 各項費用彙計表 > 業務費(合計)",NA,NA,"243349000","15721000 (+6%)","https://www.ntbsa.gov.tw/multiplehtml/e802e214ffe94adda256085424e9eeff"
6769,"hand","118更",114,NA,"歲出","財政部","黨團協商新提案","通過","國民黨團",NA,"院會","2025-01-20（院會）","2015966000","凍結","2025-01-20","第11屆第2會期第18次會議","https://ppg.ly.gov.tw/ppg/sittings/2025011544/details?meetingDate=114/01/20&meetingTime=&departmentCode=null","part3","考量政府債務逐年增加，為撙節開支，爰將財政部國有財產署及所屬業務費凍結30%，俟未凍結部分之預算執行完畢後，始得向立法院財政委員會提出專案報告並經同意後，始得動支。",NA,"國民黨團","0","604789800","財政部國有財產署及所屬 > 各項費用彙計表 > 業務費(合計)",NA,NA,"1974612000","41354000 (+2%)","https://www.fnp.gov.tw/singlehtml/c0a8b7a587394e869ec66006f2f16a81?cntId=39f7e5a6287a4079aea5b3ae6e733e17"
6786,"hand","153更",114,NA,"歲出","金管會","黨團協商新提案","通過","國民黨團",NA,"院會","2025-01-20（院會）","23678000","凍結","2025-01-20","第11屆第2會期第18次會議","https://ppg.ly.gov.tw/ppg/sittings/2025011544/details?meetingDate=114/01/20&meetingTime=&departmentCode=null","part3","解凍條件：1個月內提出書面報告
案由：
114年度金融監督管理委員會預算案於第2目「金融監理」編列預算2,367萬8千元。
國內詐騙案件每日財損不斷攀升，而詐財成功最關鍵的詐騙車手，與銀行未能有效建立KYC把關程序斬斷人頭帳戶有關，面對人民重大財產損失與金融亂象，金管會應速研議相關應處作為。
爰凍結該項預算30萬元，俟金融監督管理委員會於1個月內向立法院財政委員會提出專案報告。",NA,"國民黨團","0","300000","4066010200 金融監理",NA,NA,"29528000","-5850000 (-20%)","https://www.fsc.gov.tw/ch/home.jsp?id=1157&parentpath=0,7,210,1155&mcustomize=multiBUDGET_view.jsp&dataserno=202409020001&dtable=Budget"
6792,"hand","165",114,NA,"歲出","金管會","黨團協商新提案","撤案","民眾黨團",NA,"院會","2025-01-20（院會）","44522000","減列、凍結","2025-01-20","第11屆第2會期第18次會議","https://ppg.ly.gov.tw/ppg/sittings/2025011544/details?meetingDate=114/01/20&meetingTime=&departmentCode=null","part3","114年度金融監督管理委員會銀行局預算案於第1目「一般行政」項下「基本行政工作維持」中「業務費」編列預算4,452萬2千元。有鑑於P2P借貸平台詐騙頻傳，金融監督管理委員會卻迄今為止都不願正視問題，僅一味卸責予「業者自律」，幾已喪失基本運作之功能，銀行局亦難辭其咎，未能發揮其示警之功用，配合金融監督管理委員會消極因應，為避免持續浪費人民之稅金，爰該項預算減列1,000萬元並凍結500萬元，俟金融監督管理委員會銀行局於3個月內向立法院財政委員會提出專案報告並經同意後，始得動支。",NA,"民眾黨團","10000000","5000000","4066100100 一般行政 > 02 基本行政工作維持 > 2000 業務費",NA,NA,"36910000","7612000 (+21%)","https://www.fsc.gov.tw/ch/home.jsp?id=1157&parentpath=0,7,210,1155&mcustomize=multiBUDGET_view.jsp&dataserno=202409020006&dtable=Budget"
6800,"hand","179更",114,NA,"歲出","金管會","黨團協商新提案","通過","國民黨團",NA,"院會","2025-01-20（院會）","24303000","凍結","2025-01-20","第11屆第2會期第18次會議","https://ppg.ly.gov.tw/ppg/sittings/2025011544/details?meetingDate=114/01/20&meetingTime=&departmentCode=null","part3","考量政府債務逐年增加，為撙節開支，爰將金管會保險局業務費凍結30%，俟未凍結部分之預算執行完畢後，始得向立法院財政委員會提出專案報告並經同意後，始得動支。",NA,"國民黨團","0","7290900","金融監督管理委員會保險局 > 各項費用彙計表 > 業務費(合計)",NA,NA,"23777000","526000 (+2%)","https://www.fsc.gov.tw/userfiles/file/114%E5%B9%B4%E9%87%91%E8%9E%8D%E7%9B%A3%E7%9D%A3%E7%AE%A1%E7%90%86%E5%A7%94%E5%93%A1%E6%9C%83%E4%BF%9D%E9%9A%AA%E5%B1%80%E5%96%AE%E4%BD%8D%E9%A0%90%E7%AE%97%E6%A1%88.pdf"
6805,"hand","188",114,NA,"歲出","金管會","黨團協商新提案","通過","民眾黨團",NA,"院會","2025-01-20（院會）","29678000","減列、凍結","2025-01-20","第11屆第2會期第18次會議","https://ppg.ly.gov.tw/ppg/sittings/2025011544/details?meetingDate=114/01/20&meetingTime=&departmentCode=null","part3","金融監督管理委員會檢查局（下稱金管會檢查局）於114年度中央政府總預算項下之「金融機構檢查」編列29,678千元，係為促進金融機構改正經營缺失，維持金融秩序之安定，進而達到金融紀律化之目標，並健全金融機構之經營管理。
新北地檢署偵辦前台中銀行董事長王貴鋒弊案，卻發現金管會檢查局稽核人員涉嫌外洩金檢報告。金管會檢查局肩負監督及維護金融秩序安定之責，卻發生內部同仁洩密之情事，顯見內控及教育訓練有重大疏失，爰提案刪減「金融機構檢查」經費300萬元、凍結300萬元，並於三個月內向財政委員會提出專案報告，始得動支。","從「刪減經費500萬元、凍結500萬元」改為「刪減經費300萬元、凍結300萬元」","民眾黨團","3000000","3000000","4066400600 金融機構檢查",NA,NA,"23427000","6251000 (+27%)","https://www.fsc.gov.tw/userfiles/file/114%E6%AA%A2%E6%9F%A5%E5%B1%80%E5%96%AE%E4%BD%8D%E9%A0%90%E7%AE%97%E6%A1%88PDF%E6%AA%94.pdf"
6819,"hand","186",114,NA,"歲出","行政院","黨團協商新提案","通過","國民黨團",NA,"院會","2025-01-20（院會）","52714000","凍結","2025-01-20","第11屆第2會期第18次會議","https://ppg.ly.gov.tw/ppg/sittings/2025011544/details?meetingDate=114/01/20&meetingTime=&departmentCode=null","part3","第12目「一般建築及設備-01營建工程」原列5,271萬4千元，其中，歷史建築修繕及會議室空間改善工程第3期3,096萬元佔最大筆。行政院發言人李慧芝指出，「前行政院副院長官邸(即「孫運璿濟南路寓所」)」建於1930年代，今年7月接獲工友通知房屋有腐壞漏水與積水狀況，因該建物屬於文化資產，整修工程需依歷史建築法規審慎進行。行政院秘書處於修繕工程標案確認前，曾多次勘查屋況進行簡易處理，修繕整修標案已於10月7日起公告，並歷經4次招標，已於12月11日完成公開評選，後續將於完成簽約後進場施工。為釐清事件真相，爰提案凍結500萬元，要求行政院於3個月內向立法院內政委員會提出修繕「孫運璿濟南路寓所」書面報告，始得動支。",NA,"國民黨團","0","5000000","3203019000 一般建築及設備 > 3203019002 營建工程",NA,"36808000","46963000","5751000 (+12%)","https://www.ey.gov.tw/Page/94F2BA3DA2D0C24/604cf6f5-32a6-41fd-8ba8-7333dab6e3d1"
6838,"hand","245",114,NA,"歲出","原民會","黨團協商新提案","通過","國民黨團",NA,"院會","2025-01-20（院會）","21547000","凍結","2025-01-20","第11屆第2會期第18次會議","https://ppg.ly.gov.tw/ppg/sittings/2025011544/details?meetingDate=114/01/20&meetingTime=&departmentCode=null","part3","114年度原住民族委員會預算案於第4目「土地規劃管理利用業務」項下「原住民族土地規劃經費」編列預算2,154萬7千元。根據「原住民使用原住民保留地以外公有土地增編為原住民保留地會勘處理原則」的規定，凡原住民於民國77年2月1日前繼續使用其祖先遺留的土地，並於申請時仍在使用者，皆可向轄區鄉(鎮、市)公所提出申請。經公有土地管理機關同意後，該土地即可增編為原住民保留地。為保障原住民的土地使用權益，本席與其他原民立委同仁的要求下，行政院於104年2月5日以院臺建字第104005405號函核定，刪除受理期限。然而，歷年來原住民保留地增劃編的業務執行情況顯示，部分鄉鎮的原住民鄉親實際取得原住民保留地的案件數仍偏低。此狀況顯示政策實施過程中存在問題，亟需相關單位儘速檢討與改善，以保障原住民族的土地權益。爰併委員會凍結預算數，俟原住民族委員會儘速通盤檢討並提出改善績效之可行性方案，另應每季將相關報表公開至網站上，並請於3個月內會提出專案報告並經同意後，始得動支",NA,"國民黨團","0","21547000","3703610600 土地規劃管理利用業務 > 01 原住民族土地規劃經費",NA,NA,"74961000","-53414000 (-71%)","https://www.cip.gov.tw/zh-tw/news/data-list/AD87E77E23958BA0/D063800730D7E8AE005A2849869E4F36-info.html"
6843,"hand","271",114,NA,"歲出","原民會","黨團協商新提案","撤案","國民黨團",NA,"院會","2025-01-20（院會）","380835000","凍結","2025-01-20","第11屆第2會期第18次會議","https://ppg.ly.gov.tw/ppg/sittings/2025011544/details?meetingDate=114/01/20&meetingTime=&departmentCode=null","part3","原住民族委員會單位預算「促進原住民族就業」-「促進原住民族就業」編列 380,835 千元。鑑於113年促進原住民族就業獎勵計畫，計畫補助中央與地方政府有權責之分，中央原民會負責：(一)，本計畫之擬訂、修正、解釋、經費核定及結案。(二).統籌規劃並辦理與各承辦機關之行政協調事宜等。地方政府負責：(一).推廣宣傳本計畫，公告申請方式、資格、受理期程及作業程序，並提供民眾諮詢窗又。(二).審核資格並核發獎勵金等。然而因為各地方政府在公告申請方式、資格、受理期程及作業程序往往不一致，如雲林縣以寄件申請來決定申請順序，而其他縣市的做法，最後以沒有申請過的為優先補助對象，以至於送案請補助的族人常常有許多疑義與該計畫受理期程及作業程序方式有種黑箱作業的質問，如何統一地方政府的資格、受理期程及作業程序爰提出相關檢討計畫。爰提案凍結10%，’經立法院同意後，始得動支。",NA,"國民黨團","0","38083500","6303610900 促進原住民族就業 > 01 促進原住民族就業",NA,NA,"374669000","6166000 (+2%)","https://www.cip.gov.tw/zh-tw/news/data-list/AD87E77E23958BA0/D063800730D7E8AE005A2849869E4F36-info.html"
6846,"hand","280",114,NA,"歲出","原民會","黨團協商新提案","通過","國民黨團",NA,"院會","2025-01-20（院會）","18656000","凍結","2025-01-20","第11屆第2會期第18次會議","https://ppg.ly.gov.tw/ppg/sittings/2025011544/details?meetingDate=114/01/20&meetingTime=&departmentCode=null","part3","114年度原住民族委員會原住民族文化發展中心於第2目「藝術展演及文化推廣業務」編列預算1,865萬6千元，計畫設置國家級樂舞劇團，並進一步推動原住民族文化的保存與發展。然而，該計畫在資源整合與政策協作方面，尚有改進空間，特別是文化中心與文化部的合作機制尚未充分明確，需進一步檢討，以確保計畫推動的效益最大化。首先，作為國家級樂舞劇團，該計畫需體現原住民族文化的高度與深度，並具備足以在國內外推廣的能量。文化中心雖位於屏東，能有效深耕在地，但若要達成國家級定位，應考量在主要都會區設立固定的演出場所，例如類似宜蘭傳統藝術中心在台北設立的臺灣戲曲中心，以擴大樂舞劇團的影響力及觀眾觸及面。文化部在場館資源與政策規劃上具備豐富經驗，應與原住民族委員會文化中心共同協作，協助落實此項設置。國家級樂舞劇團的成立需要明確的規劃與執行細節。目前計畫尚未明確說明年度表演次數、巡演安排、創作方向及財務規劃。文化部與文化中心的協作，可強化資源調度、行銷推廣及專業技術支持，進一步提升樂舞劇團的運營效率與政策成效。同時，文化部與原民會應共同制定具體期程與成果評估指標，以確保樂舞劇團能如期達成政策目標。此外，原住民族樂舞劇團若要真正實現國家級的目標，不僅需要文化中心的專業推動，也需要文化部從資源到平台提供全方位的支持。例如，在創作與演出的國際化規劃上，文化部的專業及國際連結資源將是不可或缺的補充。若缺乏文化部的協助，單靠文化中心可能難以承擔這一國家級項目的規模與責任。文化與教育本質上相輔相成，語言教育的推動最終需要通過文化的實踐與展現來深化其影響力。樂舞劇團作為國家級文化表演平台，能將原住民族語言融入表演，透過藝術形式進一步推廣語言與文化。建議原住民族委員會重新檢視原住民族教育推展預算的資源配置，調撥適度資金支持文化中心的發展，且應積極協助文化中心與文化部建立長期協作機制，共同推動國家級樂舞劇團的設置，整合兩單位的資源及專業能量，確保計畫能全面實現國家級目標及文化效益。爰凍結該項預算20%，俟原住民族委員會及原住民族文化發展中心於3個月內向立法院內政委員會提出專案報告並經同意後，始得動支。",NA,"國民黨團","0","3731200","5303620200 藝術展演及文化推廣業務",NA,NA,"16165000","2491000 (+15%)","https://www.cip.gov.tw/zh-tw/news/data-list/AD87E77E23958BA0/D063800730D7E8AE005A2849869E4F36-info.html"
6848,"hand","285",114,NA,"歲出","客委會","黨團協商新提案","通過","國民黨團",NA,"院會","2025-01-20（院會）","1388014000","凍結","2025-01-20","第11屆第2會期第18次會議","https://ppg.ly.gov.tw/ppg/sittings/2025011544/details?meetingDate=114/01/20&meetingTime=&departmentCode=null","part3","客家委員會及所屬114年度預算編列「經常支出」一「業務費」。鑒於政府支出逐年增加，為撙節開支，該項預算執行情形需重行檢視評估效益，以利政府資源有效運用，爰針對客家委員會及所屬「業務費」提案凍結30%，向內政委員會提出預算執行情形專案報告，並經同意後始得動支。",NA,"國民黨團","0","416404200","客家委員會及所屬 > 歲出一級用途別科目分析表 > 經常支出 > 業務費",NA,NA,"1249744000","138270000 (+11%)","https://www.hakka.gov.tw/chhakka/app/data/view?module=budgetReport&id=134&serno=0a6cec35-83d6-4747-a592-e3025fae57c0"
6855,"hand","313",114,NA,"歲出","客委會","黨團協商新提案","通過","民眾黨團",NA,"院會","2025-01-20（院會）","369604000","減列 > 凍結","2025-01-20","第11屆第2會期第18次會議","https://ppg.ly.gov.tw/ppg/sittings/2025011544/details?meetingDate=114/01/20&meetingTime=&departmentCode=null","part3","114年度客家委員會及所屬預算案於第4目「客家語言發展」項下「業務費」編列預算3億6,960萬4千元。査113年11月份客家委員會及所屬之會計月報，113年度客家委員會及所屬於「客家語言發展」項下「業務費」編列預算數3億2650萬9千元，截至11月累計分配數為2億8975萬5千元，惟累計實現數僅約1億9409萬7317元，尚餘9565萬7683元未執行，扣除預付款部分後，仍餘5601萬7620元預算分配數未執行，分配數未執行率約28.8%。數據顯示該項預算執行仍有餘裕，為提升國家財務效能、樽節政府經費支出，同時避免排擠其他重要政事支出，爰凍結該項預算3000萬元，俟客家委員會向立法院內政委員會提出書面報告後，始得動支。","減列改凍結","民眾黨團","0","30000000","5303643000 客家語言發展 > 01 客家語言深植計畫 > 2000 業務費",NA,NA,"326509000","43095000 (+13%)","https://www.hakka.gov.tw/chhakka/app/data/view?module=budgetReport&id=134&serno=0a6cec35-83d6-4747-a592-e3025fae57c0"
6858,"hand","318",114,NA,"歲出","客委會","黨團協商新提案","通過","民眾黨團",NA,"院會","2025-01-20（院會）","425648000","減列 > 凍結","2025-01-20","第11屆第2會期第18次會議","https://ppg.ly.gov.tw/ppg/sittings/2025011544/details?meetingDate=114/01/20&meetingTime=&departmentCode=null","part3","114年度客家委員會及所屬預算案於第5目「藝文傳播推展」項下「業務費」編列預算4億2,564萬8千元，查113年11月份客家委員會及所屬之會計月報，113年度客家委員會及所屬於「藝文傳播推展」項下「業務費」編列預算數3億5785萬6千元，截至11月累計分配數為2億8082萬9千元，惟累計實現數僅約1億7159萬8393元，尚餘1億923萬607元未執行，扣除預付款部分後，仍餘1億651萬6607元預算分配數未執行，分配數未執行率約37.9%。數據顯示該項預算執行仍有餘裕，為提升國家財務效能，爰凍結該項預算5000萬元。俟客家委員會向立法院內政委員會提出書面報告後，始得動支。","減列改凍結","民眾黨團","0","50000000","客家委員會及所屬 > 各項費用彙計表 > 藝文傳播推展 > 業務費",NA,NA,"357856000","67792000 (+19%)","https://www.hakka.gov.tw/chhakka/app/data/view?module=budgetReport&id=134&serno=0a6cec35-83d6-4747-a592-e3025fae57c0"
6867,"hand","336",114,NA,"歲出","中選會","黨團協商新提案","撤案","民眾黨團",NA,"院會","2025-01-20（院會）","28101000","減列、凍結","2025-01-20","第11屆第2會期第18次會議","https://ppg.ly.gov.tw/ppg/sittings/2025011544/details?meetingDate=114/01/20&meetingTime=&departmentCode=null","part3","114年度中央選舉委員會及所屬預算案於第2目「選舉業務」項下「業務費」編列預算2,810萬1千元。有鑑於2024年中華民國第16任總統副總統及第11屆立法委員選舉之選務發生包含「領票數與總得票總數不符」、「未於開票前公佈領票數」、「先整票再唱票，未依規定逐張取出唱票」、「投開票報告表填寫疏漏或記載不實」、「開票可錄影卻遭選務人員制止並試圖驅逐」、「票匭底部無封條」等諸多爭議和疑惑之處，肇生民眾與中選會發生非常多衝突。如果投開票所SOP沒被遵守，令民眾產生疑慮，恐造成選務公信力的減損。選民主動關注選舉監票、注重選務活動公平公正性的行為值得鼓勵。選務工作繁雜，難免出現疏失，但行政機關面對提出質疑的民眾，竟不是查證或檢討自我疏失，而是移送提出問題的人，之後更被檢察官打臉全數不起訴，此舉和獨裁政府有何不同？程序正義相當重要，行政機關面對開票疏失的態度，應為致力減少往後投開票疏失，並減輕選務人員負擔。惟時任行政院長陳建仁面對質疑，竟稱「選務瑕疵已經改進且影響很小」，實為邏輯錯誤。都尚未舉行下一次投開票，如何知道瑕疵已經改進？為精進未來選務制度、建立更為準確的投開票SOP，避免選務人員在第一線動輒得咎、承受壓力，爰該項預算減列500萬元並凍結500萬元，俟中央選舉委員會及所屬於1個月內向立法院內政委員會提出專案報告並經同意後，始得動支",NA,"民眾黨團","5000000","5000000","3703671000 選舉業務 > 業務費",NA,NA,"532276000","-504175000 (-95%)","https://www.cec.gov.tw/central/article/43624"
6868,"hand","350",114,NA,"歲出","陸委會","黨團協商新提案","通過","國民黨團",NA,"院會","2025-01-20（院會）","285564000","減列、凍結","2025-01-20","第11屆第2會期第18次會議","https://ppg.ly.gov.tw/ppg/sittings/2025011544/details?meetingDate=114/01/20&meetingTime=&departmentCode=null","part3","大陸委員會114年度預算編列「經常支出」「業務費」。鑒於政府支出逐年增加，為撙節開支，該項預算執行情形需重行檢視評估效益，以利政府資源有效運用，爰針對大陸委員會「業務費」排除港澳聯繫服務之推動與執行後，減列 30%，並凍結 20%。俟大陸委員會於三個月內，向立法院內政委員會提出專案報告並經同意後，始得動支。","「大陸委員會業務費提案減列至1元」改成「排除港澳業務並減列 30%、凍結 20%」。","國民黨團","85669200","39978960","大陸委員會 > 各項費用彙計表",NA,NA,"267091000","18473000 (+7%)","https://ws.mac.gov.tw/001/Upload/295/relfile/7847/80553/2d2f8e72-bf88-445e-b6ff-84777bf2eee0.pdf"
